brand,model,price,year,region,transmission,fuel type,engine capacity,mileage,link
Jeep,Grand Cherokee SRT,37 000,2012,Луцьк,Автомат, Бензин, 6.4 л. , 205 тис. км ,https://auto.ria.com/uk/auto_jeep_grand_cherokee_31875753.html
Toyota,Avensis,11 800,2013,Рівне,Ручна/Механіка, Дизель, 2.2 л. , 221 тис. км ,https://auto.ria.com/uk/auto_toyota_avensis_30671503.html
Geely,CK,3 200,2012,Київ,Ручна/Механіка, Бензин, 1.5 л. , 104 тис. км ,https://auto.ria.com/uk/auto_geely_ck_31874606.html
Toyota,Hilux,33 500,2018,Київ,Автомат, Дизель, 2.4 л. , 162 тис. км ,https://auto.ria.com/uk/auto_toyota_hilux_31794635.html
Skoda,Roomster,8 150,2012,Львів,Автомат, Бензин, 1.2 л. , 102 тис. км ,https://auto.ria.com/uk/auto_skoda_roomster_31873631.html
Mercedes-Benz,C 220 AMG 4 Matic,17 900,2013,Київ,Автомат, Дизель, 2.1 л. , 80 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_c_220_31873103.html
Lexus,RX 350,44 632,2018,Київ,Автомат, Бензин, 3.5 л. , 22 тис. км ,https://auto.ria.com/uk/auto_lexus_rx_350_31673527.html
BMW,318,6 000,2004,Чернігів,Ручна/Механіка, Бензин, 2 л. , 200 тис. км ,https://auto.ria.com/uk/auto_bmw_318_31852266.html
Subaru,Crosstrek,17 300,2018,Запоріжжя,Автомат, Бензин, 2 л. , 48 тис. км ,https://auto.ria.com/uk/auto_subaru_crosstrek_31587574.html
Mazda,5 Sport active,7 500,2008,Київ,Автомат, Газ / Бензин, 2 л. , 177 тис. км ,https://auto.ria.com/uk/auto_mazda_5_31872585.html
Skoda,Fabia,6 799,2011,Івано-Франківськ,Ручна/Механіка, Дизель, 1.6 л. , 188 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31872385.html
Porsche,Macan,68 900,2019,Київ,Автомат, Бензин, 2 л. , 43 тис. км ,https://auto.ria.com/uk/auto_porsche_macan_31871684.html
Skoda,Octavia A5 STYLE,10 550,2010,Рівне,Автомат, Дизель, 1.6 л. , 252 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a5_31871810.html
Nissan,Rogue SW Peremium 4x4,16 300,2016,Київ,Варіатор, Газ / Бензин, 2.5 л. , 81 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_31871596.html
Skoda,Fabia MPI,4 900,2005,Дубно,Ручна/Механіка, Бензин, 1.4 л. , 215 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31871367.html
Kia,Cerato,9 500,2011,Київ,Автомат, Бензин, 2 л. , 131 тис. км ,https://auto.ria.com/uk/auto_kia_cerato_31871292.html
Opel,Astra K Sports Tourer,13 100,2018,Київ,Автомат, Дизель, 1.6 л. , 141 тис. км ,https://auto.ria.com/uk/auto_opel_astra_k_31413951.html
Toyota,Camry PREMIUM,27 400,2017,Київ,Автомат, Бензин, 2.5 л. , 95 тис. км ,https://auto.ria.com/uk/auto_toyota_camry_31870109.html
Mercedes-Benz,GLS 400 d AMG Selenite Gray,112 900,2019,Одеса,Автомат, Дизель, 2.9 л. , 41 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gls_400_31647972.html
Toyota,RAV4 D4D,13 850,2010,Самбір,Ручна/Механіка, Дизель, 2.2 л. , 249 тис. км ,https://auto.ria.com/uk/auto_toyota_rav4_31870033.html
Chrysler,200 Limited,12 100,2016,Київ,Автомат, Бензин, 2.4 л. , 171 тис. км ,https://auto.ria.com/uk/auto_chrysler_200_31777819.html
Toyota,RAV4 LIMITED AWD,21 950,2017,Київ,Автомат, Бензин, 2.5 л. , 81 тис. км ,https://auto.ria.com/uk/auto_toyota_rav4_31867531.html
Lexus,LX 570 Luxury,57 300,2013,Тернопіль,Автомат, Газ / Бензин, 5.7 л. , 201 тис. км ,https://auto.ria.com/uk/auto_lexus_lx_570_31105775.html
Skoda,Fabia,4 100,2004,Миргород,Невказано, Бензин, 1.2 л. , 165 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31867262.html
Mazda,CX-5 Touring,23 300,2019,Херсон,Автомат, Бензин, 2.5 л. , 66 тис. км ,https://auto.ria.com/uk/auto_mazda_cx_5_31867050.html
Daewoo,Sens,2 999,2011,Одеса,Ручна/Механіка, Газ / Бензин, 1.3 л. , 101 тис. км ,https://auto.ria.com/uk/auto_daewoo_sens_31866964.html
Hyundai,Getz,5 000,2007,Київ,Автомат, Газ / Бензин, 1.4 л. , 253 тис. км ,https://auto.ria.com/uk/auto_hyundai_getz_31866632.html
Mitsubishi,Colt,5 950,2011,Вінниця,Ручна/Механіка, Бензин, 1.3 л. , 75 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_colt_31168987.html
Opel,Astra J,8 200,2012,Стрий,Невказано, Дизель, 1.7 л. , 210 тис. км ,https://auto.ria.com/uk/auto_opel_astra_j_31809462.html
Ford,Focus TITANIUM,12 300,2017,Тернопіль,Ручна/Механіка, Дизель, 1.5 л. , 134 тис. км ,https://auto.ria.com/uk/auto_ford_focus_31861349.html
Audi,A6,22 800,2014,Київ,Автомат, Бензин, 3 л. , 136 тис. км ,https://auto.ria.com/uk/auto_audi_a6_31863102.html
Land,Rover Range Rover Sport,68 000,2018,Одеса,Автомат, Дизель, 2 л. , 114 тис. км ,https://auto.ria.com/uk/auto_land_rover_range_rover_sport_31863043.html
Volkswagen,Passat B7 TDI,10 399,2012,Кривий Ріг,Ручна/Механіка, Дизель, 1.6 л. , 291 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b7_31862770.html
Opel,Astra H,6 250,2008,Вінниця,Ручна/Механіка, Бензин, 1.6 л. , 187 тис. км ,https://auto.ria.com/uk/auto_opel_astra_h_31862313.html
Nissan,Sentra,9 950,2017,Київ,Автомат, Бензин, 1.8 л. , 120 тис. км ,https://auto.ria.com/uk/auto_nissan_sentra_31862151.html
Peugeot,307 SW,7 100,2007,Вінниця,Автомат, Бензин, 2 л. , 184 тис. км ,https://auto.ria.com/uk/auto_peugeot_307_31861818.html
SEAT,Alhambra,8 800,2010,Ратне,Ручна/Механіка, Дизель , Дизель , 238 тис. км ,https://auto.ria.com/uk/auto_seat_alhambra_31861550.html
ВАЗ,2110,2 800,2006,Запоріжжя,Ручна/Механіка, Газ / Бензин, 1.6 л. , 170 тис. км ,https://auto.ria.com/uk/auto_vaz_2110_31861675.html
Skoda,Superb 125KW,13 999,2014,Липовець,Ручна/Механіка, Дизель, 2 л. , 207 тис. км ,https://auto.ria.com/uk/auto_skoda_superb_31672003.html
Mercedes-Benz,S 500,27 800,2011,Одеса,Автомат, Бензин, 4.7 л. , 155 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_s_500_31861035.html
BMW,320 xDrive,18 900,2016,Одеса,Автомат, Бензин, 2 л. , 99 тис. км ,https://auto.ria.com/uk/auto_bmw_320_31860998.html
Hyundai,Sonata,9 000,2013,Біла Церква,Невказано, Газ, 2 л. , 317 тис. км ,https://auto.ria.com/uk/auto_hyundai_sonata_31860972.html
Nissan,Juke 4WD,14 500,2011,Трускавець,Автомат, Бензин, 1.6 л. , 138 тис. км ,https://auto.ria.com/uk/auto_nissan_juke_31662882.html
Audi,A6,22 500,2014,Одеса,Автомат, Бензин, 2.8 л. , 74 тис. км ,https://auto.ria.com/uk/auto_audi_a6_31440539.html
Lexus,LX 450,88 000,2017,Одеса,Автомат, Дизель, 4.5 л. , 39 тис. км ,https://auto.ria.com/uk/auto_lexus_lx_450_31698921.html
Renault,Duster,10 400,2013,Тернопіль,Автомат, Газ / Бензин, 2 л. , 90 тис. км ,https://auto.ria.com/uk/auto_renault_duster_31490228.html
Volkswagen,T5 (Transporter) пасс.,7 900,2006,Київ,Ручна/Механіка, Дизель, 1.9 л. , 500 тис. км ,https://auto.ria.com/uk/auto_volkswagen_t5_transporter_pass_31186097.html
Audi,Q7,21 799,2010,Дрогобич,Автомат, Дизель, 3 л. , 240 тис. км ,https://auto.ria.com/uk/auto_audi_q7_31456475.html
Daewoo,Sens,4 100,2004,Вінниця,Ручна/Механіка, Бензин, 1.3 л. , 14 тис. км ,https://auto.ria.com/uk/auto_daewoo_sens_31655545.html
Nissan,Qashqai Tekna,14 699,2015,Київ,Варіатор, Бензин, 1.2 л. , 124 тис. км ,https://auto.ria.com/uk/auto_nissan_qashqai_31403151.html
Mercedes-Benz,GLS 350 d AMG,105 000,2019,Одеса,Автомат, Дизель, 2.9 л. , 20 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gls_350_31857130.html
Ford,EcoSport 1.0 EcoBoost AT (125 л.с.),21 893,2020,Київ,Автомат, Бензин, 1.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-ford-ecosport-1839841.html
BMW,740,16 990,2011,Київ,Автомат, Бензин, 3 л. , 174 тис. км ,https://auto.ria.com/uk/auto_bmw_740_31856936.html
Chevrolet,Aveo,4 250,2008,Кременчук,Ручна/Механіка, Газ / Бензин, 1.5 л. , 400 тис. км ,https://auto.ria.com/uk/auto_chevrolet_aveo_31856773.html
Fiat,500L,10 000,2014,Київ,Автомат, Газ / Бензин, 1.4 л. , 108 тис. км ,https://auto.ria.com/uk/auto_fiat_500l_31856708.html
Opel,Corsa,4 700,2010,Хмельницький,Ручна/Механіка, Бензин, 1.2 л. , 165 тис. км ,https://auto.ria.com/uk/auto_opel_corsa_31856715.html
Opel,Vectra A,2 000,1993,Умань,Ручна/Механіка, Газ / Бензин, 1.6 л. , 500 тис. км ,https://auto.ria.com/uk/auto_opel_vectra_a_31856387.html
Honda,Civic,16 999,2019,Київ,Варіатор, Бензин, 2 л. , 49 тис. км ,https://auto.ria.com/uk/auto_honda_civic_31645118.html
Lexus,GX 470 president,20 000,2005,Миколаїв,Автомат, Газ / Бензин, 4.7 л. , 190 тис. км ,https://auto.ria.com/uk/auto_lexus_gx_470_31852704.html
Renault,Scenic,5 350,2007,Луцьк,Ручна/Механіка, Бензин, 1.6 л. , 153 тис. км ,https://auto.ria.com/uk/auto_renault_scenic_31852671.html
Audi,Q7,72 000,2019,Київ,Автомат, Бензин, 3 л. , 5 тис. км ,https://auto.ria.com/uk/auto_audi_q7_31176872.html
Mazda,CX-7,11 999,2010,Снятин,Ручна/Механіка, Дизель, 2.2 л. , 210 тис. км ,https://auto.ria.com/uk/auto_mazda_cx_7_31141740.html
Hyundai,i30 81kw,8 900,2014,Львів,Ручна/Механіка, Дизель, 1.6 л. , 254 тис. км ,https://auto.ria.com/uk/auto_hyundai_i30_31851625.html
Volkswagen,Golf GTI,13 999,2015,Одеса,Ручна/Механіка, Бензин, 2 л. , 125 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_gti_31851636.html
Volkswagen,Passat B8 bluemotion,16 900,2016,Нетішин,Робот, Дизель, 1.6 л. , 218 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31851533.html
Skoda,Octavia Tour AMBIENTE,6 000,2004,Рівне,Ручна/Механіка, Дизель , Дизель , 239 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_tour_31851035.html
Kia,Ceed,6 600,2008,Київ,Ручна/Механіка, Дизель, 1.6 л. , 196 тис. км ,https://auto.ria.com/uk/auto_kia_ceed_31745900.html
Mercedes-Benz,Vito 116 Extra Long,21 000,2016,Львів,Ручна/Механіка, Дизель, 2.2 л. , 260 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_vito_116_31850133.html
Renault,Master пасс. H1L1,16 600,2018,Рівне,Автомат, Дизель, 2.3 л. , 124 тис. км ,https://auto.ria.com/uk/auto_renault_master_pass_31018880.html
Mitsubishi,ASX,11 750,2012,Кривий Ріг,Варіатор, Бензин, 1.8 л. , 100 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_asx_31849924.html
Maserati,Ghibli Q4,34 500,2016,Одеса,Автомат, Бензин, 3 л. , 99 тис. км ,https://auto.ria.com/uk/auto_maserati_ghibli_31600967.html
Renault,Megane,4 999,2005,Житомир,Ручна/Механіка, Бензин, 1.6 л. , 250 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31849729.html
Ford,Escape,15 600,2017,Бровари,Автомат, Бензин, 2.5 л. , 73 тис. км ,https://auto.ria.com/uk/auto_ford_escape_31411178.html
Toyota,Camry,11 899,2011,Київ,Автомат, Газ / Бензин, 2.4 л. , 111 тис. км ,https://auto.ria.com/uk/auto_toyota_camry_31637951.html
Toyota,Camry LE,22 950,2020,Київ,Автомат, Бензин, 2.5 л. , 17 тис. км ,https://auto.ria.com/uk/auto_toyota_camry_31649819.html
Toyota,Land Cruiser 200 Armor Grup,219 900,2020,Київ,Автомат, Дизель, 4.5 л. , 5 тис. км ,https://auto.ria.com/uk/auto_toyota_land_cruiser_200_31463628.html
SEAT,Leon,11 500,2013,Київ,Робот, Дизель, 1.6 л. , 161 тис. км ,https://auto.ria.com/uk/auto_seat_leon_31367944.html
Ford,Edge,18 700,2016,Одеса,Автомат, Бензин, 2 л. , 108 тис. км ,https://auto.ria.com/uk/auto_ford_edge_30659010.html
BMW,520,6 850,2003,Кирилівка,Ручна/Механіка, Дизель, 2 л. , 375 тис. км ,https://auto.ria.com/uk/auto_bmw_520_30515131.html
Volkswagen,Polo,4 300,2002,Тернопіль,Ручна/Механіка, Дизель, 1.4 л. , 248 тис. км ,https://auto.ria.com/uk/auto_volkswagen_polo_31403839.html
Jeep,Compass Sport,11 300,2013,Нова Каховка,Автомат, Газ / Бензин, 2.4 л. , 168 тис. км ,https://auto.ria.com/uk/auto_jeep_compass_31391180.html
Honda,Civic,2 000,1998,Івано-Франківськ,Ручна/Механіка, Бензин, 1.4 л. , 248 тис. км ,https://auto.ria.com/uk/auto_honda_civic_31797173.html
Skoda,Fabia,4 700,2006,Київ,Ручна/Механіка, Газ / Бензин, 1.4 л. , 170 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31845822.html
Volkswagen,Passat B5,5 300,2005,Херсон,Ручна/Механіка, Дизель, 1.9 л. , 338 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b5_31340845.html
Nissan,Almera Classic,5 000,2011,Маріуполь,Ручна/Механіка, 1.6 л. , 1.6 л. , 124 тис. км ,https://auto.ria.com/uk/auto_nissan_almera_classic_31571375.html
Nissan,Rogue SL,18 999,2017,Біла Церква,Варіатор, Бензин, 2.5 л. , 68 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_31424149.html
Mazda,6,15 200,2018,Запоріжжя,Автомат, Бензин, 2.5 л. , 37 тис. км ,https://auto.ria.com/uk/auto_mazda_6_31845428.html
Toyota,Avensis,7 950,2006,Кропивницький,Ручна/Механіка, Дизель, 2.2 л. , 258 тис. км ,https://auto.ria.com/uk/auto_toyota_avensis_31843294.html
Opel,Meriva,5 300,2009,Суми,Ручна/Механіка, Бензин, 1.4 л. , 168 тис. км ,https://auto.ria.com/uk/auto_opel_meriva_31843242.html
Peugeot,407,5 400,2005,Богородчани,Ручна/Механіка, Дизель, 1.6 л. , 294 тис. км ,https://auto.ria.com/uk/auto_peugeot_407_31736815.html
Ford,Focus SE,10 600,2016,Київ,Автомат, Бензин, 2 л. , 104 тис. км ,https://auto.ria.com/uk/auto_ford_focus_31840935.html
Chevrolet,Camaro SS,38 500,2016,Київ,Автомат, Бензин, 6.2 л. , 64 тис. км ,https://auto.ria.com/uk/auto_chevrolet_camaro_31452141.html
Audi,A8 Long,23 500,2011,Житомир,Автомат, Бензин, 3 л. , 180 тис. км ,https://auto.ria.com/uk/auto_audi_a8_27976579.html
Mercedes-Benz,G 500 GUARD,190 000,2013,Київ,Автомат, Бензин, 5.5 л. , 45 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_g_500_31642426.html
Lexus,NX 300,38 500,2020,Київ,Автомат, Бензин, 2 л. , 15 тис. км ,https://auto.ria.com/uk/auto_lexus_nx_300_31833811.html
Toyota,Sienna LIMITED AWD,28 900,2016,Шепетівка,Автомат, Газ / Бензин, 3.5 л. , 85 тис. км ,https://auto.ria.com/uk/auto_toyota_sienna_28130270.html
Peugeot,207,3 500,2007,Прилуки,Ручна/Механіка, Газ / Бензин, 1.4 л. , 220 тис. км ,https://auto.ria.com/uk/auto_peugeot_207_31591556.html
Daewoo,Nexia,1 850,2007,Прилуки,Ручна/Механіка, Газ / Бензин, 1.5 л. , 180 тис. км ,https://auto.ria.com/uk/auto_daewoo_nexia_31680616.html
Lincoln,MKZ,20 500,2016,Тернопіль,Типтронік, Газ / Бензин, 2 л. , 71 тис. км ,https://auto.ria.com/uk/auto_lincoln_mkz_31839171.html
Hyundai,i40,11 600,2014,Тернопіль,Автомат, Дизель, 1.7 л. , 249 тис. км ,https://auto.ria.com/uk/auto_hyundai_i40_25526140.html
Fiat,Doblo пасс.,5 300,2006,Зарічне,Ручна/Механіка, Дизель, 1.3 л. , 300 тис. км ,https://auto.ria.com/uk/auto_fiat_doblo_pass_31676868.html
Fiat,Fiorino пасс.,7 300,2013,Луцьк,Ручна/Механіка, Газ / Бензин, 1.4 л. , 210 тис. км ,https://auto.ria.com/uk/auto_fiat_fiorino_pass_31173936.html
Volkswagen,Polo,6 950,2014,Рівне,Ручна/Механіка, Дизель, 1.2 л. , 248 тис. км ,https://auto.ria.com/uk/auto_volkswagen_polo_31393766.html
Hyundai,H1 пасс.,22 500,2015,Одеса,Автомат, Дизель, 2.5 л. , 84 тис. км ,https://auto.ria.com/uk/auto_hyundai_h1_pass_31174186.html
Skoda,Rapid,8 800,2013,Дубно,Ручна/Механіка, Газ / Бензин, 1.6 л. , 225 тис. км ,https://auto.ria.com/uk/auto_skoda_rapid_29461080.html
Hyundai,Getz,6 800,2007,Київ,Автомат, Газ / Бензин, 1.6 л. , 143 тис. км ,https://auto.ria.com/uk/auto_hyundai_getz_31619405.html
BMW,318,3 800,1994,Київ,Ручна/Механіка, Газ / Бензин, 1.8 л. , 380 тис. км ,https://auto.ria.com/uk/auto_bmw_318_31372494.html
Lexus,RX 350 4WD LUXURY,26 500,2015,Київ,Автомат, Бензин, 3.5 л. , 84 тис. км ,https://auto.ria.com/uk/auto_lexus_rx_350_31837144.html
Nissan,Patrol,24 500,2011,Нова Каховка,Типтронік, Бензин, 5.6 л. , 170 тис. км ,https://auto.ria.com/uk/auto_nissan_patrol_31836991.html
